experiment_id,path,title,status,honest_verdict,headline_fields,gate_fields,retirement_fields,key_metric_fields,classification,reason
1220,results/experiment_1220_grpo_vps_full_training.json,GRPO-VPS Full Training Run vs v4 Floor,success,vps_training_beats_v4,,n_aggregated_rewards=20,,cuda_device_count=2; grpo_vps_improvement_pp=15.0; v4_baseline_improvement_pp=10.0,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1221,results/experiment_1221_grpo_v6_fspo_vps_combined.json,GRPO-v6: FSPO Per-Token Factuality Weighting + VPS Step Supervision,partial,insufficient_logprob_coverage,,,,fspo_delta_pp=-6.111111111111112; fspo_vps_accuracy=0.8888888888888888; vps_baseline_accuracy=0.95,AMBIGUOUS,artifact is not terminal
1222,results/experiment_1222_phase5a_insitu_prototype.json,phase5a insitu prototype,success,prototype_meets_acceptance_gate,,,,encoder_param_count=10184; energy_mlp_param_count=9473; refiner_param_count=30032; total_param_count=49689,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1223,results/experiment_1223_phase5b_insitu_training_loop.json,phase5b insitu training loop,success,all_5_gates_pass,,gate1_energy_decrease_30pct=true; gate2_no_representation_drift=true; gate3_no_autocatalytic_spiral=true; gate4_no_null_space_excavation=true; gate5_no_catastrophic_forgetting=true; gates_passed=5,,acceptance_rate=0.998; learning_rate_used=0.001; oracle_accuracy_drop_pp=0.0; oracle_accuracy_final=1.0; oracle_accuracy_initial=1.0; proposal_learning_rate=1e-05; spectral_norm_growth_rate=1.877826138546571e-05,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1224,results/experiment_1224_phase5c_adversarial_probe.json,phase5c adversarial probe,success,partial_attack_success_revision_needed,,all_attacks_blocked=false; attack1_blocked=true; attack2_blocked=false; attack3_blocked=true,,gaming_rate_attack1=0.0; joint_gaming_rate=0.0,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1225,results/experiment_1225_llms_gaming_verifiers_defense.json,llms gaming verifiers defense,in_progress,in_progress,,,,,AMBIGUOUS,artifact is not terminal
1226,results/experiment_1226_boltzmann_gpt_phase3_seed.json,boltzmann gpt phase3 seed,success,boltzmann_gpt_below_nrgpt,,,,boltzmann_gpt_auroc=0.65; nrgpt_auroc_baseline=0.920929,NOISE,"merit-gate negative, no-improvement, regression, or no-headline evidence"
1227,results/experiment_1227_wopr_futoshiki_cartridge.json,wopr futoshiki cartridge,completed,futoshiki_shipped_e0_at_solution,,,,,AMBIGUOUS,insufficient transparent evidence for signal or noise
1228,results/experiment_1228_milestone_retro_95.json,milestone retro 95,in_progress,in_progress,,,,,AMBIGUOUS,artifact is not terminal
1229,results/experiment_1229_milestone_retro_95.json,milestone retro 95,in_progress,in_progress,,,,,AMBIGUOUS,artifact is not terminal
122,results/experiment_122_results.json,results,,,,,,analysis_1_error_taxonomy.combined.accuracy=0.41; analysis_1_error_taxonomy.combined.accuracy_pct=41.0; analysis_1_error_taxonomy.combined.error_counts.arithmetic_error=39; analysis_1_error_taxonomy.combined.error_counts.irrelevant_number_error=36; analysis_1_error_taxonomy.combined.error_counts.keyword_triggered=111; analysis_1_error_taxonomy.combined.error_counts.logic_error=36; analysis_1_error_taxonomy.combined.error_counts.reading_comprehension_error=14; analysis_1_error_taxonomy.control.accuracy=0.735; analysis_1_error_taxonomy.control.accuracy_pct=73.5; analysis_1_error_taxonomy.control.error_counts.arithmetic_error=47; analysis_1_error_taxonomy.control.error_counts.irrelevant_number_error=0; analysis_1_error_taxonomy.control.error_counts.keyword_triggered=35; analysis_1_error_taxonomy.control.error_counts.logic_error=16; analysis_1_error_taxonomy.control.error_counts.reading_comprehension_error=8; analysis_1_error_taxonomy.irrelevant_injected.accuracy=0.5875; analysis_1_error_taxonomy.irrelevant_injected.accuracy_pct=58.75; analysis_1_error_taxonomy.irrelevant_injected.error_counts.arithmetic_error=43; analysis_1_error_taxonomy.irrelevant_injected.error_counts.irrelevant_number_error=6; analysis_1_error_taxonomy.irrelevant_injected.error_counts.keyword_triggered=65; analysis_1_error_taxonomy.irrelevant_injected.error_counts.logic_error=34,AMBIGUOUS,insufficient transparent evidence for signal or noise
1230,results/experiment_1230_auto_populate_prior_failures_v2.json,auto populate prior failures v2,complete,autofill_script_shipped,,,,dry_run_stubs_generated=11,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1231,results/experiment_1231_llms_gaming_verifiers_defense.json,llms gaming verifiers defense,in_progress,in_progress,,,,,AMBIGUOUS,artifact is not terminal
1232,results/experiment_1232_verifier_joint_orthogonality_audit.json,verifier joint orthogonality audit,in_progress,in_progress,,,,,AMBIGUOUS,artifact is not terminal
1235,results/experiment_1235_grpo_v6_fspo_vps_extended.json,grpo v6 fspo vps extended,in_progress,in_progress,,,,,AMBIGUOUS,artifact is not terminal
1237,results/experiment_1237_boltzmann_gpt_contrastive_training.json,boltzmann gpt contrastive training,in_progress,in_progress,,,,,AMBIGUOUS,artifact is not terminal
1238,results/experiment_1238_phase5d_intermediate_scale.json,phase5d intermediate scale,in_progress,in_progress,,gates_measured=0,,,AMBIGUOUS,artifact is not terminal
1239,results/experiment_1239_nrgpt_frozen_prefix_evaluation.json,nrgpt frozen prefix evaluation,in_progress,in_progress,,,,,AMBIGUOUS,artifact is not terminal
1240,results/experiment_1240_wopr_kakuro_cartridge.json,"WOPR Kakuro Puzzle Cartridge — Integer Row/Column Sum Constraints, E=0 at Solution",blocked,blocked_gate_check_failed,,blocked_at_layer=conductor_pre_gate; gate_check_summary=10 prior failure(s) match this task's scope but prior_failures field is missing or incomplete: no prior_failures field on task; gates_evaluated=list[10],,,AMBIGUOUS,"environmental or upstream blocker, not scientific noise"
1241,results/experiment_1241_milestone_retro_96.json,milestone retro 96,in_progress,in_progress,,,,,AMBIGUOUS,artifact is not terminal
1242,results/experiment_1242_combined_retro_95_96.json,combined retro 95 96,in_progress,in_progress,,,,,AMBIGUOUS,artifact is not terminal
1243,results/experiment_1243_wopr_kakuro_cartridge_v2.json,wopr kakuro cartridge v2,in_progress,in_progress,,,,,AMBIGUOUS,artifact is not terminal
1244,results/experiment_1244_verifier_orthogonality_audit_v2.json,verifier orthogonality audit v2,in_progress,in_progress,,,,,AMBIGUOUS,artifact is not terminal
1245,results/experiment_1245_figure_integrity_audit_fig3_fix.json,figure integrity audit fig3 fix,in_progress,in_progress,,,,,AMBIGUOUS,artifact is not terminal
1247,results/experiment_1247_grpo_v7_simplified.json,grpo v7 simplified,in_progress,in_progress,,,,,AMBIGUOUS,artifact is not terminal
1248,results/experiment_1248_boltzmann_gpt_cd_training_v2.json,boltzmann gpt cd training v2,complete,boltzmann_gpt_cd_auroc_0.96,,,,balanced_correct_count=22; balanced_incorrect_count=22; post_cd_auroc=0.9607438016528925; pre_cd_auroc=0.65,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1249,results/experiment_1249_llms_gaming_verifiers_defense_v3.json,llms gaming verifiers defense v3,in_progress,in_progress,,,,,AMBIGUOUS,artifact is not terminal
1250,results/experiment_1250_phase5d_intermediate_scale_v2.json,phase5d intermediate scale v2,in_progress,in_progress,,phase5d_gates_passed=0; phase5d_gates_total=8,,,AMBIGUOUS,artifact is not terminal
1251,results/experiment_1251_nrgpt_frozen_prefix_evaluation_v2.json,nrgpt frozen prefix evaluation v2,complete,nrgpt_nonmonotonicity_characterized_type_b_causal_context_shift,,,,nrgpt_auroc=0.921,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1252,results/experiment_1252_q11_tss_instrumentation.json,q11 tss instrumentation,in_progress,in_progress,,,,,AMBIGUOUS,artifact is not terminal
1253,results/experiment_1253_wopr_masyu_cartridge.json,"WOPR Masyu Puzzle Cartridge — Circle Constraints on Path, E=0 at Valid Solution",blocked,blocked_gate_check_failed,,blocked_at_layer=conductor_pre_gate; gate_check_summary=12 prior failure(s) match this task's scope but prior_failures field is missing or incomplete: no prior_failures field on task; gates_evaluated=list[12],,,AMBIGUOUS,"environmental or upstream blocker, not scientific noise"
1254,results/experiment_1254_milestone_retro_97.json,milestone retro 97,in_progress,in_progress,,,,,AMBIGUOUS,artifact is not terminal
1255,results/experiment_1255_combined_retro_95_96_97.json,combined retro 95 96 97,in_progress,in_progress,,criteria_96_results.phase5d_all_8_gates_measured=false; criteria_97_results.phase5d_gates_passed=false,,,AMBIGUOUS,artifact is not terminal
1256,results/experiment_1256_verifier_orthogonality_audit_v3.json,verifier orthogonality audit v3,complete,k5_orthogonality_confirmed_max_r_0.462_k_eff_1.76,,,,,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1257,results/experiment_1257_paper_v6_critical_issues_fix.json,paper v6 critical issues fix,in_progress,in_progress,,,,,AMBIGUOUS,artifact is not terminal
1259,results/experiment_1259_grpo_v7_progrs_vps.json,grpo v7 progrs vps,in_progress,in_progress,,,,,AMBIGUOUS,artifact is not terminal
1260,results/experiment_1260_phase5d_intermediate_scale_v3.json,phase5d intermediate scale v3,in_progress,in_progress,,phase5d_gates_passed=0,,,AMBIGUOUS,artifact is not terminal
1261,results/experiment_1261_wopr_kakuro_v3.json,wopr kakuro v3,in_progress,in_progress,,,,,AMBIGUOUS,artifact is not terminal
1262,results/experiment_1262_wopr_masyu_v2.json,wopr masyu v2,in_progress,in_progress,,,,,AMBIGUOUS,artifact is not terminal
1263,results/experiment_1263_gaming_verifiers_defense_v4.json,gaming verifiers defense v4,in_progress,in_progress,,,,,AMBIGUOUS,artifact is not terminal
1264,results/experiment_1264_q11_tss_instrumentation_v2.json,q11 tss instrumentation v2,complete,tss_instrumented_corr_0.547_vuln_0.453,,,,tss_vulnerability_score=0.4534,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1265,results/experiment_1265_diffutruth_vs_carnot_baseline.json,diffutruth vs carnot baseline,complete,diffutruth_fover_0.082_carnot_0.948,,,,carnot_semenergy_probe_auroc=0.948187; diffutruth_fever_paper_auroc=0.725; diffutruth_score_max=0.037169; diffutruth_score_min=0.0; diffutruth_semantic_energy_auroc=0.0816,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1266,results/experiment_1266_quantkan_3bit_lut_kan.json,quantkan 3bit lut kan,complete,quantkan_3bit_auroc_0.9801_lut_speedup_2.5x,,,,auroc_curve.3bit_lut=0.9791; auroc_curve.3bit_ptq=0.9801; auroc_curve.4bit_ptq=0.9901; auroc_curve.8bit_ptq=0.9902; auroc_curve.full_precision=0.9902; auroc_drop_from_4bit=0.01; quantkan_3bit_auroc=0.9801,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1267,results/experiment_1267_milestone_retro_98.json,milestone retro 98,complete,milestone_98_5_of_13_criteria_met,,criteria_results.phase5d_4_gates_measured=false,,,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1268,results/experiment_1268_retro_backfill_95_96_97_v2.json,retro backfill 95 96 97 v2,complete,retro_backfill_complete_terminal_counts_from_stale_exp1255_95_10_of_13_96_2_of_13_97_4_of_13,,criteria_counts_by_milestone.2026.04.96.criteria_results.phase5d_all_8_gates_measured=false; criteria_counts_by_milestone.2026.04.97.criteria_results.phase5d_gates_passed=false,,criteria_counts_by_milestone.2026.04.95.criteria_met_counted_from_results=10; criteria_counts_by_milestone.2026.04.95.criteria_met_declared=10; criteria_counts_by_milestone.2026.04.95.criteria_not_met_counted_from_results=3; criteria_counts_by_milestone.2026.04.95.criteria_other_counted_from_results=0; criteria_counts_by_milestone.2026.04.95.criteria_total_counted_from_results=13; criteria_counts_by_milestone.2026.04.95.criteria_total_declared=13; criteria_counts_by_milestone.2026.04.96.criteria_met_counted_from_results=2; criteria_counts_by_milestone.2026.04.96.criteria_met_declared=2; criteria_counts_by_milestone.2026.04.96.criteria_not_met_counted_from_results=11; criteria_counts_by_milestone.2026.04.96.criteria_other_counted_from_results=0; criteria_counts_by_milestone.2026.04.96.criteria_total_counted_from_results=13; criteria_counts_by_milestone.2026.04.96.criteria_total_declared=13; criteria_counts_by_milestone.2026.04.97.criteria_met_counted_from_results=4; criteria_counts_by_milestone.2026.04.97.criteria_met_declared=4; criteria_counts_by_milestone.2026.04.97.criteria_not_met_counted_from_results=9; criteria_counts_by_milestone.2026.04.97.criteria_other_counted_from_results=0; criteria_counts_by_milestone.2026.04.97.criteria_total_counted_from_results=13; criteria_counts_by_milestone.2026.04.97.criteria_total_declared=13,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1269,results/experiment_1269_paper_v6_critical_fixes_v2.json,paper v6 critical fixes v2,complete,paper_v6_critical_fixes_v2_complete,,,,,SIGNAL,"completed artifact records positive, verified, or closed evidence"
126,results/experiment_126_results.json,results,,,,,,metrics.accuracy_improvement=0.5; metrics.accuracy_no_rollback=0.0; metrics.accuracy_step2_detection_rate=0.0; metrics.accuracy_step2_no_rollback=0.0; metrics.accuracy_step2_with_rollback=0.0; metrics.accuracy_step3_detection_rate=1.0; metrics.accuracy_step3_no_rollback=0.0; metrics.accuracy_step3_with_rollback=1.0; metrics.accuracy_with_rollback=0.5; metrics.detection_rate=0.5; metrics.rollback_detected_count=10; metrics.rollback_missed_count=10,AMBIGUOUS,insufficient transparent evidence for signal or noise
1270,results/experiment_1270_arxiv_bundle_v10_gated.json,arxiv bundle v10 gated,complete,arxiv_bundle_v10_compiled_upload_pending,,,,,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1271,results/experiment_1271_triggered_certificate_extraction_sota_gguf.json,Triggered Certificate Extraction on SOTA GGUF - Qwen/Gemma Headline Models,blocked,blocked_gate_check_failed,,blocked_at_layer=conductor_pre_gate; gate_check_summary=2 prior failure(s) match this task's scope but prior_failures field is missing or incomplete: no prior_failures field on task; gates_evaluated=list[2],,,AMBIGUOUS,"environmental or upstream blocker, not scientific noise"
1272,results/experiment_1272_prime_verifier_selection_audit.json,prime verifier selection audit,complete,prime_verifier_weights_selected_top_SemEnergyProbe,,missing_fields=[]; missing_optional_fields=[exp1271_certificate_outputs],,per_verifier_metrics.CausalReasoningVerifier.process_error_detection_rate=1.0; per_verifier_metrics.CausalReasoningVerifier.raw_weight_score=0.26605515147; per_verifier_metrics.SOSKANEnergyV3.process_error_detection_rate=0.0; per_verifier_metrics.SOSKANEnergyV3.raw_weight_score=0.024548; per_verifier_metrics.SemEnergyProbe.process_error_detection_rate=1.0; per_verifier_metrics.SemEnergyProbe.raw_weight_score=0.78184; per_verifier_metrics.SymCodeVerifier.process_error_detection_rate=1.0; per_verifier_metrics.SymCodeVerifier.raw_weight_score=0.250346044298; per_verifier_metrics.Z3MathVerifier.process_error_detection_rate=0.0; per_verifier_metrics.Z3MathVerifier.raw_weight_score=0.027930685714; per_verifier_metrics.k5_ensemble_summary.process_error_detection_rate=1.0; per_verifier_metrics.k5_ensemble_summary.raw_weight_score=0.518340662857,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1273,results/experiment_1273_grpo_v8_prime_vprm_smoke.json,grpo v8 prime vprm smoke,complete,smoke_only_not_headline,headline_result_allowed=false,,,grpo_v8_delta_pp=83.798; self_learning_delta_overall=0.83798,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1274,results/experiment_1274_online_self_learning_certificate_memory_v3.json,online self learning certificate memory v3,complete,certificate_memory_replay_improved,,,,after_score=1.0; before_score=0.642857; self_learning_delta_overall=0.357143; skill_graph_candidate_count=5,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1275,results/experiment_1275_fsnet_feasibility_step_continuous_ebm.json,fsnet feasibility step continuous ebm,complete,feasibility_step_viable,,,,diversity_delta=-0.0013255888352544098; energy_delta=-0.8247558559894311; feasibility_delta_overall=4.58324736985576; feasibility_step.violation_count_mean=0.0; raw_langevin.violation_count_mean=5.0; violation_delta=5.0; violation_energy_delta=0.20608363277864805,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1276,results/experiment_1276_snarenet_repair_layer_gated.json,snarenet repair layer gated,complete,adaptive_repair_improves_fsnet,,,,arms.adaptive_repair.violation_count_mean=0.0; arms.fsnet_feasibility_step.violation_count_mean=0.0; arms.raw_langevin.violation_count_mean=5.0; distortion_delta_over_fsnet=0.015368992762592737; repair_delta_over_fsnet=0.2199604492292856; source_context.experiment_1275_feasibility_delta_overall=4.58324736985576,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1278,results/experiment_1278_gaming_verifiers_defense_est_final.json,gaming verifiers defense est final,complete,est_vulnerability_0.00_precision_1.00_recall_1.00_k5_blocks_true,,,,est_precision_proxy=1.0; est_recall_proxy=1.0; gaming_vulnerability_score=0.0; k5_accept_rate_on_correct=0.0; k5_block_rate_on_incorrect=1.0; label_counts.correct=2; label_counts.incorrect=48; meaning_changing_sensitivity_rate=1.0; meaning_preserving_instability_rate=0.0,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1279,results/experiment_1279_wopr_kakuro_v4_minimal.json,wopr kakuro v4 minimal,shipped,minimal Kakuro WOPR cartridge shipped; valid solution E=0.0 and deterministic invalid state E=17.0,,,,,AMBIGUOUS,insufficient transparent evidence for signal or noise
127,results/experiment_127_results.json,Agent Workflow Verification Benchmark,,,,aggregate.overall_accuracy_baseline=0.0167; aggregate.overall_accuracy_with_csm=1.0; aggregate.overall_improvement=0.9833; aggregate.total_correct_baseline=1; aggregate.total_correct_csm=60; aggregate.total_problems=60; aggregate.total_rollbacks_missed=0; aggregate.total_rollbacks_triggered=60,,aggregate.overall_accuracy_baseline=0.0167; aggregate.overall_accuracy_with_csm=1.0; aggregate.overall_improvement=0.9833; workflows.code.metrics.final_accuracy_baseline=0.0; workflows.code.metrics.final_accuracy_with_csm=1.0; workflows.code.metrics.improvement=1.0; workflows.math.metrics.final_accuracy_baseline=0.05; workflows.math.metrics.final_accuracy_with_csm=1.0; workflows.math.metrics.improvement=0.95; workflows.planning.metrics.final_accuracy_baseline=0.0; workflows.planning.metrics.final_accuracy_with_csm=1.0; workflows.planning.metrics.improvement=1.0,AMBIGUOUS,insufficient transparent evidence for signal or noise
1280,results/experiment_1280_nlah_conductor_charter.json,nlah conductor charter,complete,nlah_conductor_charter_complete,,acceptance_criteria.gate_semantics_defined=true; gate_semantics_defined=true,,adapter_hook_count=10; failure_taxonomy_count=12; role_count=6; stage_template_count=3,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1280,results/experiment_1280_wopr_masyu_v3_minimal.json,wopr masyu v3 minimal,completed,shipped_minimal_masyu_cartridge,,,,,AMBIGUOUS,insufficient transparent evidence for signal or noise
1281,results/experiment_1281_meta_harness_conductor_search.json,meta harness conductor search,complete,meta_harness_conductor_search_complete,,,,baseline_score=-18.0; best_score=12.0; eval_cases_defined=12; held_out_cases=2; improvement_over_baseline=30.0,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1281,results/experiment_1281_milestone_retro_99.json,milestone retro 99,complete,milestone_99_12_of_14_criteria_met,"sota_model_usage_summary.headline_model_ids_required=[unsloth/Qwen3.6-35B-A3B-GGUF, unsloth/gemma-4-31B-it-GGUF, unsloth/gemma-4-26B-A4B-it-GGUF]; sota_model_usage_summary.headline_model_ids_used=[]; sota_model_usage_summary.headline_result_allowed=false","criteria_results.arxiv_bundle_v10_written_after_gate=MET; criteria_results.cactus_constrained_acceptance_gated_measured=GATED; criteria_results.snarenet_repair_layer_gated_tested=MET; criteria_results.wopr_kakuro_shipped_or_blocked=MET; criteria_results.wopr_masyu_shipped_or_blocked=MET; sota_model_usage_summary.blocked_or_smoke_experiments=[exp1271, exp1273, exp1277]",,self_learning_result.best_delta=0.83798,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1282,results/experiment_1282_sota_gguf_cache_provenance_preflight.json,SOTA GGUF Cache + Provenance Preflight - Prevent Exp 1271 Repeat,blocked,blocked_gate_check_failed,,blocked_at_layer=conductor_pre_gate; gate_check_summary=3 prior failure(s) match this task's scope but prior_failures field is missing or incomplete: no prior_failures field on task; gates_evaluated=list[3],,,AMBIGUOUS,"environmental or upstream blocker, not scientific noise"
1283,results/experiment_1283_certificate_grammar_backend_bakeoff.json,certificate grammar backend bakeoff,complete,selected_llama_cpp_gbnf,,,,bounded_vocab_constraint_count=9,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1286,results/experiment_1286_grad_beaver_nsvif_semantic_routing.json,GRAD + BEAVER + NSVIF Semantic Routing - Gated on Certificate Parse Rate,blocked,blocked_gate_check_failed,,blocked_at_layer=conductor_pre_gate; gate_check_summary=1 of 1 gate(s) failed; first failure: exp1285-triggered-certificate-extraction-v2.certificate_parse_rate (upstream artifact not found for...; gates_evaluated=list[1],,,AMBIGUOUS,"environmental or upstream blocker, not scientific noise"
1288,results/experiment_1288_interwhen_dvi_verifier_feedback_replay.json,interwhen dvi verifier feedback replay,complete,online_verifier_feedback_neutral_non_headline,headline_result_allowed=false,,,baseline_acceptance_score=0.642857; dvi_acceptance_delta=0.357143; online_acceptance_delta=0.357143; online_acceptance_score=1.0; online_violation_rate=0.0; posthoc_acceptance_score=1.0; posthoc_violation_rate=0.0; reasoning_trace_length_delta=0.0; self_learning_delta_overall=0.0; violation_delta=0.0,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1291,results/experiment_1291_hardnetpp_nonlinear_repair_benchmark.json,hardnetpp nonlinear repair benchmark,complete,hardnetpp_nonlinear_repair_viable,,,,arms.fsnet_fixed_local_linear.violation_count_mean=1.0; arms.hardnetpp_damped_projection.violation_count_mean=0.0; arms.raw_langevin.violation_count_mean=1.0; arms.snarenet_fixed_local_linear.violation_count_mean=1.0; constraint_cases.misleading_local_basin_count=1; constraint_cases.n_constraints=3; constraint_cases.valid_basin_count=2; hardnetpp_delta_over_snarenet=1.2207222442957435,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1292,results/experiment_1292_dsp_feasibility_channel_diagnostic.json,dsp feasibility channel diagnostic,complete,feasibility_channel_predictive_marginal,,,,false_continue_rate=0.7714285714285715; false_stop_rate=0.0; feasibility_channel_auc=0.6604651162790698; n_cases=156; repair_help_prediction_accuracy=0.6538461538461539,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1293,results/experiment_1293_ebt_arm_ebm_cot_energy_bridge_audit.json,EBT/ARM/EBM-CoT Energy Bridge Audit - Existing Artifact Analysis,blocked,blocked_gate_check_failed,,blocked_at_layer=conductor_pre_gate; gate_check_summary=1 prior failure(s) match this task's scope but prior_failures field is missing or incomplete: no prior_failures field on task; gates_evaluated=list[1],,,AMBIGUOUS,"environmental or upstream blocker, not scientific noise"
1294,results/experiment_1294_arxiv_v10_submission_receipt_or_blocker.json,arXiv v10 Submission Receipt or External Blocker - Publication Bookkeeping,blocked,blocked_gate_check_failed,,blocked_at_layer=conductor_pre_gate; gate_check_summary=3 prior failure(s) match this task's scope but prior_failures field is missing or incomplete: no prior_failures field on task; gates_evaluated=list[3],,,AMBIGUOUS,"environmental or upstream blocker, not scientific noise"
1295,results/experiment_1295_milestone_retro_100.json,milestone retro 100,complete,milestone_100_5_of_14_criteria_met,"criteria_results.leanabell_grpo_v9_sota_headline_gated=GATED; self_learning_result.headline_result_allowed=false; sota_model_usage_summary.headline_model_ids_required=[unsloth/Qwen3.6-35B-A3B-GGUF, unsloth/gemma-4-31B-it-GGUF, unsloth/gemma-4-26B-A4B-it-GGUF]; sota_model_usage_summary.headline_model_ids_used=[]; sota_model_usage_summary.headline_result_allowed=false; sota_model_usage_summary.headline_result_possible=false",continuous_repair_summary.energy_bridge_blocker=1 prior failure(s) match this task's scope but prior_failures field is missing or incomplete: no prior_failures field on task; criteria_results.arxiv_v10_submission_receipt_or_blocker=BLOCKED; criteria_results.leanabell_grpo_v9_sota_headline_gated=GATED; criteria_results.sota_gguf_cache_provenance_preflight=BLOCKED; publication_state.external_blocker=3 prior failure(s) match this task's scope but prior_failures field is missing or incomplete: no prior_failures field on task; sota_model_usage_summary.blocker=3 prior failure(s) match this task's scope but prior_failures field is missing or incomplete: no prior_failures field on task,,continuous_repair_summary.false_continue_rate=0.7714285714285715; continuous_repair_summary.false_stop_rate=0.0; continuous_repair_summary.feasibility_channel_auc=0.6604651162790698; continuous_repair_summary.hardnetpp_delta_over_snarenet=1.2207222442957435; self_learning_result.dvi_acceptance_delta=0.357143; self_learning_result.online_acceptance_delta=0.357143; self_learning_result.self_learning_delta_overall=0.0,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1296,results/experiment_1296_prior_failures_activation_audit.json,prior failures activation audit,complete,activation_audit_passed,,activation_blockers=[]; gate_failure_details=[]; n_gate_field_cross_ref_failures=0; n_gate_upstream_checks=12; n_gate_upstream_failures=0; n_prior_failures_missing=0; roadmap_gate_audit_passed=true,,,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1297,results/experiment_1297_sota_gguf_cache_provenance_preflight_v2.json,sota gguf cache provenance preflight v2,complete,sota_gguf_cache_not_ready,headline_result_possible=false,missing_models=[unsloth/gemma-4-26B-A4B-it-GGUF]; prior_failure_coverage.n_prior_failures_missing=0,,,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1298,results/experiment_1298_sota_answer_stability_falcon_audit.json,SOTA Answer Stability + FALCON Feasibility Audit,blocked,blocked_gate_check_failed,,blocked_at_layer=conductor_pre_gate; gate_check_summary=1 of 1 gate(s) failed; first failure: exp1297-sota-gguf-cache-provenance-preflight-v2.cached_sota_ready (actual=False == expected=True); gates_evaluated=list[1],,,AMBIGUOUS,"environmental or upstream blocker, not scientific noise"
1300,results/experiment_1300_semantic_routing_v2.json,Semantic Routing v2 - Verifier Features + Infeasible/Unknown States,blocked,blocked_gate_check_failed,,blocked_at_layer=conductor_pre_gate; gate_check_summary=1 of 1 gate(s) failed; first failure: exp1299-triggered-certificate-extraction-v3.certificate_parse_rate (upstream artifact not found for...; gates_evaluated=list[1],,,AMBIGUOUS,"environmental or upstream blocker, not scientific noise"
1302,results/experiment_1302_skill_graph_promotion_demotion_v2.json,skill graph promotion demotion v2,complete,skill_graph_candidates_written_sandboxed,,,,demoted_memory_count=1; expired_memory_count=1; promoted_memory_count=5; replay_evidence_count=140; skill_graph_candidate_count=7,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1303,results/experiment_1303_querybandits_ngc_online_memory_policy.json,querybandits ngc online memory policy,complete,online_memory_policy_improved_non_headline,headline_result_allowed=false,,,accepted_violation_delta=-0.807143; baseline_accepted_violation_count=120; memory_accepted_violation_count=7; memory_demotion_count=18; selected_policy_counts.abstain_escalate=0; selected_policy_counts.demote_expire_memory=18; selected_policy_counts.replay_memory=88; selected_policy_counts.rewrite_repair_prompt=34; self_learning_delta_overall=1.596429,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1305,results/experiment_1305_hardnetpp_dsp_feasibility_stop_policy.json,hardnetpp dsp feasibility stop policy,complete,"complete: conservative replay policy is useful as an operator gate, but DSP feasibility is still marginal and this is not a learned gener...",,,,benchmark_replay.baseline_dsp_continue_precision=0.6142857142857143; benchmark_replay.policy_stop_accuracy=1.0; feasibility_channel_auc=0.6604651162790698; hardnetpp_delta_over_snarenet=1.2207222442957435; stop_policy_precision=1.0,SIGNAL,"completed artifact records positive, verified, or closed evidence"
